"","year","age","sex","polviews","happy","conrinc","wtssall","natrace","life","trust","dwelown","marital"
"48906",2006,46,2,"5",NA,NA,0.8593,NA,NA,NA,NA,1
"48907",2006,64,1,"5",3,NA,0.4297,NA,"3",3,NA,4
"48908",2006,83,1,"7",NA,NA,0.8593,NA,NA,NA,NA,1
"48909",2006,46,2,"4",2,"12129",0.4297,NA,NA,2,"2",3
"48910",2006,54,2,"6",NA,"48516",0.8593,NA,NA,NA,NA,1
"48911",2006,22,2,"6",2,NA,0.8593,"2","1",2,NA,5
"48912",2006,81,2,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"48913",2006,65,1,NA,NA,NA,0.4297,NA,NA,NA,NA,3
"48914",2006,29,2,"4",1,"14334",0.8593,"2","1",NA,"1",5
"48915",2006,25,2,"2",2,"12129",0.9548,NA,"2",2,"2",1
"48916",2006,31,1,"4",3,"12129",0.8593,"2",NA,1,"2",5
"48917",2006,38,1,"4",NA,NA,1.7186,NA,NA,NA,NA,1
"48918",2006,44,2,"4",NA,"39695",0.4297,NA,NA,NA,NA,5
"48919",2006,32,2,"2",1,"7939",0.8593,"1","1",NA,"2",1
"48920",2006,63,1,"6",2,NA,0.4297,NA,"2",1,"2",3
"48921",2006,58,1,"6",2,NA,0.8593,NA,"3",NA,"1",3
"48922",2006,54,2,"4",1,"14334",0.4297,NA,NA,2,"2",3
"48923",2006,77,2,"4",2,NA,0.4297,"2",NA,2,"1",3
"48924",2006,77,1,"4",NA,"24258",0.8593,NA,NA,NA,NA,1
"48925",2006,32,1,"2",3,"59542",0.4297,NA,NA,2,"2",3
"48926",2006,44,1,"4",3,"39695",0.4297,"2","2",NA,"2",3
"48927",2006,61,2,"4",2,NA,0.4297,NA,"2",1,"3",2
"48928",2006,61,2,"3",NA,"5734",0.8593,NA,NA,NA,NA,1
"48929",2006,35,1,"6",2,"28668",0.4297,"2","1",2,"2",5
"48930",2006,66,1,"3",1,NA,0.8593,NA,"1",2,NA,1
"48931",2006,74,1,"6",1,NA,0.8593,NA,"2",NA,"1",1
"48932",2006,42,1,"4",1,"123496",0.8593,"2","1",NA,"1",1
"48933",2006,84,2,"5",1,"441",0.8593,NA,"1",1,NA,1
"48934",2006,54,2,"3",3,"48516",0.4297,"2","2",1,NA,5
"48935",2006,85,1,"6",1,NA,0.8593,NA,"2",NA,"2",1
"48936",2006,22,1,"4",NA,"18745",1.289,NA,NA,NA,NA,5
"48937",2006,22,1,"5",NA,"33079",1.289,NA,NA,NA,NA,5
"48938",2006,55,2,"6",NA,"88211",0.8593,NA,NA,NA,NA,1
"48939",2006,79,1,"3",NA,NA,0.8593,NA,NA,NA,NA,1
"48940",2006,49,1,"7",2,NA,0.9548,NA,"1",3,NA,3
"48941",2006,29,1,"6",NA,"18745",0.8593,NA,NA,NA,NA,1
"48942",2006,61,1,"3",2,"189740",0.8593,NA,NA,1,"1",1
"48943",2006,74,1,"6",2,NA,1.9096,NA,"2",1,"1",1
"48944",2006,41,2,"4",1,NA,0.8593,"2",NA,2,"1",1
"48945",2006,75,2,NA,NA,NA,0.4297,NA,NA,NA,NA,2
"48946",2006,80,2,"2",NA,NA,0.4297,NA,NA,NA,NA,2
"48947",2006,50,1,"6",2,"33079",0.8593,NA,NA,1,"3",1
"48948",2006,53,2,"4",NA,"48516",0.9548,NA,NA,NA,NA,3
"48949",2006,68,2,"4",1,NA,0.8593,"2","1",2,NA,3
"48950",2006,59,1,"5",NA,"24258",1.9096,NA,NA,NA,NA,1
"48951",2006,36,2,"5",NA,"20950",0.8593,NA,NA,NA,NA,1
"48952",2006,78,2,"4",1,NA,0.4297,NA,"1",1,NA,5
"48953",2006,46,2,"4",1,"20950",1.289,"2","2",2,"1",1
"48954",2006,57,1,"6",1,"39695",0.8593,"2","1",NA,"1",1
"48955",2006,18,1,"6",2,"1764",1.289,NA,"1",2,NA,5
"48956",2006,46,2,"3",2,"12129",0.4297,NA,"1",2,"2",3
"48957",2006,72,1,"6",2,NA,2.8644,NA,"2",2,NA,1
"48958",2006,68,1,"4",1,NA,0.4297,"3","1",2,"1",3
"48959",2006,61,1,"6",NA,"28668",0.8593,NA,NA,NA,NA,1
"48960",2006,50,1,"4",3,NA,0.9548,NA,NA,1,"2",3
"48961",2006,23,2,"4",3,NA,0.4297,NA,"2",NA,"1",5
"48962",2006,72,1,"6",2,NA,0.8593,NA,NA,1,"1",1
"48963",2006,68,1,"6",NA,NA,0.8593,NA,NA,NA,NA,1
"48964",2006,54,2,"5",1,"441",0.8593,NA,NA,2,"1",1
"48965",2006,61,1,"5",1,NA,0.8593,"3","1",1,NA,1
"48966",2006,59,2,"5",1,NA,0.8593,"2","1",1,NA,1
"48967",2006,64,1,"6",NA,NA,0.8593,NA,NA,NA,NA,3
"48968",2006,78,1,"6",NA,NA,0.8593,NA,NA,NA,NA,1
"48969",2006,45,1,"4",2,NA,1.289,"2",NA,1,"1",3
"48970",2006,36,2,"4",2,"33079",0.8593,NA,NA,1,"1",1
"48971",2006,71,1,"6",NA,NA,0.8593,NA,NA,NA,NA,1
"48972",2006,58,2,"6",2,"20950",0.4297,"2","2",2,"1",3
"48973",2006,38,1,"4",NA,"39695",0.8593,NA,NA,NA,NA,1
"48974",2006,71,2,"6",2,NA,0.8593,NA,"2",NA,"1",1
"48975",2006,64,1,"5",1,"59542",1.289,NA,"1",NA,"1",1
"48976",2006,34,1,"4",NA,"1764",0.8593,NA,NA,NA,NA,1
"48977",2006,37,1,"3",2,"28668",1.9096,NA,NA,2,"1",3
"48978",2006,20,2,"5",NA,"9924",1.289,NA,NA,NA,NA,1
"48979",2006,33,2,"4",2,NA,0.8593,"1","1",2,NA,3
"48980",2006,86,1,"5",2,NA,0.8593,"2","2",3,NA,1
"48981",2006,54,1,"4",2,"48516",0.4297,NA,"2",1,NA,3
"48982",2006,38,2,"5",1,"24258",1.9096,"2",NA,2,"1",1
"48983",2006,74,1,"5",2,NA,0.8593,NA,NA,2,"1",1
"48984",2006,73,2,"4",2,NA,0.8593,"1",NA,3,"1",1
"48985",2006,40,1,"3",2,NA,0.8593,NA,"1",2,"1",2
"48986",2006,54,2,"7",NA,"33079",0.4297,NA,NA,NA,NA,1
"48987",2006,22,1,"2",NA,"39695",0.8593,NA,NA,NA,NA,5
"48988",2006,24,1,"3",NA,"12129",1.289,NA,NA,NA,NA,5
"48989",2006,54,1,"1",2,NA,0.8593,"3",NA,2,"1",3
"48990",2006,28,1,"6",1,"24258",0.8593,"3","2",2,NA,1
"48991",2006,33,1,"4",2,"24258",0.8593,"1",NA,2,"2",1
"48992",2006,48,2,"5",1,"7939",0.8593,"2",NA,2,"1",1
"48993",2006,85,2,"4",2,NA,0.4297,NA,NA,3,"1",2
"48994",2006,19,1,"6",2,"16539",0.4297,"2",NA,2,"2",5
"48995",2006,74,1,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"48996",2006,59,1,"4",2,"88211",0.4297,"2","1",2,"1",2
"48997",2006,80,1,"6",2,NA,0.8593,"3","1",NA,"1",1
"48998",2006,41,1,"5",NA,"24258",0.8593,NA,NA,NA,NA,1
"48999",2006,72,2,"5",NA,NA,0.4297,NA,NA,NA,NA,3
"49000",2006,39,2,"7",2,"12129",1.9096,NA,"3",2,NA,5
"49001",2006,32,2,"4",NA,"24258",0.4297,NA,NA,NA,NA,5
"49002",2006,46,2,"4",NA,NA,0.8593,NA,NA,NA,NA,3
"49003",2006,36,2,"4",3,"14334",0.4297,"2","2",2,"2",3
"49004",2006,48,2,"4",1,NA,0.4297,"2","1",NA,"2",2
"49005",2006,37,2,"4",1,"4852",0.4297,"2","1",2,NA,5
"49006",2006,27,2,"4",2,"20950",0.4297,"1",NA,2,"2",3
"49007",2006,48,2,"4",3,NA,0.4297,NA,NA,2,"2",3
"49008",2006,66,2,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49009",2006,74,2,"4",1,NA,0.4297,NA,"1",2,NA,2
"49010",2006,53,2,"4",2,NA,0.8593,"1",NA,3,"1",1
"49011",2006,52,2,"4",1,NA,0.8593,NA,NA,2,"1",1
"49012",2006,44,1,"4",NA,"28668",0.9548,NA,NA,NA,NA,5
"49013",2006,42,2,"2",1,"18745",1.9096,"1","2",2,NA,1
"49014",2006,52,2,"6",2,"48516",0.4297,"1","1",1,"1",3
"49015",2006,41,1,"5",2,"24258",0.8593,NA,"2",1,NA,1
"49016",2006,48,2,"4",2,"33079",0.9548,NA,NA,1,"1",5
"49017",2006,42,2,"5",2,"28668",0.8593,"1",NA,2,"1",1
"49018",2006,66,1,"5",1,NA,0.4297,NA,"2",2,"1",5
"49019",2006,60,2,"3",2,NA,0.4297,"1","2",2,NA,3
"49020",2006,28,2,"2",1,"28668",1.9096,"1","2",2,NA,1
"49021",2006,43,2,"4",2,"39695",0.8593,"1","1",2,NA,1
"49022",2006,59,1,"4",NA,NA,1.289,NA,NA,NA,NA,1
"49023",2006,52,2,"7",NA,"59542",0.8593,NA,NA,NA,NA,1
"49024",2006,47,1,"3",2,"72774",0.4297,NA,"1",2,NA,3
"49025",2006,55,1,"5",1,"72774",0.8593,"1",NA,2,"1",1
"49026",2006,27,2,"4",2,"18745",0.4297,NA,"2",NA,"2",5
"49027",2006,23,1,"3",NA,"20950",3.8192,NA,NA,NA,NA,5
"49028",2006,30,2,"5",2,"20950",0.4297,NA,"2",2,"1",5
"49029",2006,25,1,"2",3,"5734",2.8644,NA,"2",1,"2",5
"49030",2006,47,1,"2",2,NA,0.4297,"1","2",1,"2",5
"49031",2006,57,2,"2",NA,"59542",0.8593,NA,NA,NA,NA,1
"49032",2006,43,1,"7",NA,NA,0.4297,NA,NA,NA,NA,1
"49033",2006,45,2,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49034",2006,22,1,"1",NA,"9924",0.4297,NA,NA,NA,NA,5
"49035",2006,71,1,"4",NA,NA,0.4297,NA,NA,NA,NA,3
"49036",2006,85,2,"6",1,NA,0.4297,NA,"1",2,NA,2
"49037",2006,35,1,"5",NA,"59542",0.9548,NA,NA,NA,NA,5
"49038",2006,42,2,"3",2,"48516",0.4297,NA,"1",NA,"1",3
"49039",2006,34,1,"5",NA,"59542",0.8593,NA,NA,NA,NA,1
"49040",2006,39,2,"4",NA,"28668",1.9096,NA,NA,NA,NA,1
"49041",2006,23,1,"3",NA,"28668",0.8593,NA,NA,NA,NA,1
"49042",2006,28,1,"6",2,"20950",1.9096,NA,NA,2,"2",1
"49043",2006,52,2,"6",2,"24258",2.8644,"3",NA,2,"2",1
"49044",2006,34,1,"4",1,"39695",0.8593,NA,NA,1,"2",1
"49045",2006,20,1,"4",NA,"7939",0.4297,NA,NA,NA,NA,5
"49046",2006,29,1,"6",NA,"72774",1.9096,NA,NA,NA,NA,5
"49047",2006,61,2,"6",1,NA,0.4297,NA,"1",1,NA,3
"49048",2006,80,1,"5",2,NA,0.8593,"2","1",1,NA,1
"49049",2006,68,1,"3",NA,NA,0.4297,NA,NA,NA,NA,3
"49050",2006,63,2,"6",1,"28668",0.8593,"2","1",1,"1",1
"49051",2006,49,2,"5",NA,NA,0.4297,NA,NA,NA,NA,4
"49052",2006,51,2,NA,1,"12129",0.8593,NA,"1",1,"2",1
"49053",2006,58,1,"6",NA,"39695",0.8593,NA,NA,NA,NA,1
"49054",2006,65,1,"7",1,"105852",1.9096,"3","2",1,NA,1
"49055",2006,36,1,"6",1,"123496",0.4297,NA,"1",1,NA,4
"49056",2006,38,2,"3",2,"48516",1.9096,NA,"1",1,"1",1
"49057",2006,50,1,"6",NA,"39695",0.4297,NA,NA,NA,NA,3
"49058",2006,53,1,"6",2,"48516",0.8593,NA,"1",1,NA,5
"49059",2006,57,1,NA,2,"20950",1.289,NA,"1",NA,"2",1
"49060",2006,86,2,"4",2,NA,1.289,NA,"3",1,"1",2
"49061",2006,43,2,"5",2,"18745",0.4297,"2",NA,2,"1",3
"49062",2006,27,1,"3",3,"39695",2.578,"2","1",2,NA,4
"49063",2006,71,2,"3",3,NA,0.4297,"2",NA,1,"1",3
"49064",2006,65,2,"4",1,NA,0.4297,NA,"1",1,NA,2
"49065",2006,28,1,"6",2,NA,1.289,NA,"2",3,NA,1
"49066",2006,51,1,"5",2,"105852",1.289,"2",NA,3,"1",1
"49067",2006,20,2,"5",2,NA,2.1483,NA,NA,2,"1",5
"49068",2006,49,1,"6",2,NA,0.4297,"3","1",NA,"2",5
"49069",2006,81,1,"4",2,NA,0.4297,"1","2",NA,"2",2
"49070",2006,89,2,"6",1,NA,0.4297,NA,NA,1,"1",2
"49071",2006,32,1,"6",1,"33079",0.8593,NA,NA,2,"1",1
"49072",2006,72,2,"5",1,NA,1.9096,"1","2",2,NA,1
"49073",2006,32,2,"3",2,"28668",0.4297,NA,"1",NA,"2",1
"49074",2006,34,2,"4",NA,"28668",0.4297,NA,NA,NA,NA,5
"49075",2006,33,2,"4",2,"18745",1.9096,"1","2",NA,"1",1
"49076",2006,74,2,"6",1,NA,1.289,NA,NA,1,"2",1
"49077",2006,89,1,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49078",2006,75,1,"6",1,NA,1.289,"1","1",1,NA,1
"49079",2006,39,2,"2",1,"72774",0.4297,"1","1",3,NA,5
"49080",2006,59,1,"3",NA,"88211",1.289,NA,NA,NA,NA,1
"49081",2006,26,1,"7",2,"28668",0.4297,"2",NA,2,"2",5
"49082",2006,37,2,"3",3,NA,0.4297,"1","1",NA,"2",3
"49083",2006,60,2,"5",NA,"48516",0.9548,NA,NA,NA,NA,2
"49084",2006,32,1,"2",NA,"7939",1.289,NA,NA,NA,NA,5
"49085",2006,44,1,"4",1,"189740",0.8593,"1","1",NA,"2",1
"49086",2006,39,2,"6",2,"59542",0.4297,"3","1",2,"1",5
"49087",2006,41,2,"5",NA,NA,0.9548,NA,NA,NA,NA,5
"49088",2006,54,1,"2",2,NA,0.4297,"1","2",2,"2",3
"49089",2006,21,2,"5",1,"12129",0.8593,NA,"1",NA,"2",5
"49090",2006,53,2,"1",2,NA,0.8593,"1",NA,3,"1",1
"49091",2006,49,2,"2",NA,NA,0.4297,NA,NA,NA,NA,5
"49092",2006,27,1,NA,1,"16539",0.4297,NA,"1",2,NA,5
"49093",2006,30,2,"2",1,"9924",0.4297,"1","1",2,"2",5
"49094",2006,67,1,"2",NA,"6616",0.4297,NA,NA,NA,NA,3
"49095",2006,57,2,"1",1,NA,0.4297,NA,"1",1,NA,2
"49096",2006,70,2,"3",NA,NA,0.4297,NA,NA,NA,NA,2
"49097",2006,53,2,"3",1,"12129",0.4297,NA,"1",1,NA,3
"49098",2006,41,1,"3",NA,NA,0.8593,NA,NA,NA,NA,5
"49099",2006,35,1,"3",NA,"24258",1.9096,NA,NA,NA,NA,1
"49100",2006,75,2,"5",2,NA,0.8593,NA,"1",1,NA,1
"49101",2006,32,1,NA,3,"14334",0.8593,NA,NA,1,"1",1
"49102",2006,28,2,"3",1,NA,0.8593,"1",NA,1,"1",1
"49103",2006,24,1,"4",1,NA,0.4297,NA,NA,1,"2",5
"49104",2006,23,1,"5",2,NA,0.4297,NA,"2",2,NA,5
"49105",2006,68,2,"5",NA,NA,0.9548,NA,NA,NA,NA,2
"49106",2006,27,1,"5",NA,"24258",1.9096,NA,NA,NA,NA,5
"49107",2006,29,1,"2",NA,"14334",0.8593,NA,NA,NA,NA,5
"49108",2006,26,2,"3",NA,"20950",0.4297,NA,NA,NA,NA,5
"49109",2006,54,2,"2",NA,"24258",0.4297,NA,NA,NA,NA,5
"49110",2006,67,2,"2",2,NA,0.4297,"1","1",1,NA,5
"49111",2006,31,1,"2",NA,"33079",0.9548,NA,NA,NA,NA,5
"49112",2006,34,2,"4",3,NA,0.8593,NA,NA,2,"2",1
"49113",2006,21,2,"3",1,"441",0.8593,NA,NA,2,"2",1
"49114",2006,26,1,"3",2,"16539",0.8593,NA,NA,2,"3",1
"49115",2006,26,1,"4",2,"24258",0.8593,"2","1",2,NA,1
"49116",2006,66,1,"6",NA,"9924",0.8593,NA,NA,NA,NA,1
"49117",2006,22,2,"2",NA,NA,1.9096,NA,NA,NA,NA,5
"49118",2006,53,1,"2",NA,"6616",0.8593,NA,NA,NA,NA,1
"49119",2006,59,1,"2",3,"20950",0.9548,"1","1",1,NA,2
"49120",2006,21,1,"2",NA,"24258",1.289,NA,NA,NA,NA,5
"49121",2006,60,1,"3",2,NA,0.4297,NA,NA,1,"1",3
"49122",2006,25,2,"4",NA,NA,0.9548,NA,NA,NA,NA,5
"49123",2006,60,2,"4",NA,NA,1.289,NA,NA,NA,NA,1
"49124",2006,55,2,"3",1,"39695",1.9096,NA,"1",3,NA,1
"49125",2006,50,1,NA,1,"18745",0.4297,"1","1",1,NA,4
"49126",2006,26,2,"3",1,NA,1.9096,"1","1",3,NA,1
"49127",2006,27,2,"5",2,NA,0.9548,"1","2",2,"2",5
"49128",2006,21,2,"4",NA,NA,0.4297,NA,NA,NA,NA,5
"49129",2006,21,2,"6",1,"7939",3.8192,NA,NA,2,"1",5
"49130",2006,26,1,"5",NA,"28668",1.9096,NA,NA,NA,NA,5
"49131",2006,72,1,"5",1,NA,1.9096,NA,"1",2,NA,1
"49132",2006,20,2,"4",2,"3969",1.9096,NA,"1",1,NA,5
"49133",2006,28,1,"4",2,"441",0.8593,NA,"1",2,NA,1
"49134",2006,66,2,"7",1,"9924",0.8593,"3",NA,2,"1",1
"49135",2006,83,2,"7",1,NA,0.4297,NA,NA,2,"1",2
"49136",2006,41,1,"7",2,NA,0.4297,"3","2",2,NA,5
"49137",2006,57,1,"6",NA,"24258",0.8593,NA,NA,NA,NA,1
"49138",2006,33,1,"2",NA,"28668",0.9548,NA,NA,NA,NA,3
"49139",2006,66,2,"4",2,"7939",0.9548,NA,"2",2,"1",3
"49140",2006,76,2,"5",2,NA,1.9096,"2","2",2,NA,2
"49141",2006,54,2,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49142",2006,36,2,"6",1,"72774",0.4297,NA,"1",1,NA,3
"49143",2006,66,2,"4",3,NA,0.4297,"2","3",NA,"1",3
"49144",2006,36,2,"6",NA,"3969",0.8593,NA,NA,NA,NA,1
"49145",2006,23,2,"4",NA,"1764",1.289,NA,NA,NA,NA,5
"49146",2006,41,2,"6",1,NA,0.8593,"2",NA,1,"1",1
"49147",2006,59,1,"4",1,NA,0.4297,"1",NA,2,"1",3
"49148",2006,33,1,"2",NA,"123496",0.4297,NA,NA,NA,NA,3
"49149",2006,59,1,"6",2,"88211",0.8593,NA,"1",NA,"1",1
"49150",2006,74,2,"4",1,NA,0.8593,NA,NA,2,"1",1
"49151",2006,37,2,"3",1,NA,0.8593,NA,NA,2,"1",1
"49152",2006,32,2,NA,NA,NA,1.9096,NA,NA,NA,NA,5
"49153",2006,45,2,"4",2,"48516",0.4297,NA,"2",1,"1",3
"49154",2006,60,1,"5",NA,"105852",2.8644,NA,NA,NA,NA,1
"49155",2006,30,1,"5",1,"33079",0.8593,"2","1",NA,"1",5
"49156",2006,38,2,"6",NA,"48516",0.8593,NA,NA,NA,NA,1
"49157",2006,30,2,"5",NA,"12129",1.289,NA,NA,NA,NA,1
"49158",2006,29,1,"5",NA,"105852",0.8593,NA,NA,NA,NA,1
"49159",2006,55,1,"3",2,NA,1.289,NA,NA,1,"1",1
"49160",2006,26,2,"4",1,"441",1.289,NA,"1",NA,"1",1
"49161",2006,52,2,"3",2,"33079",0.8593,"3","2",2,NA,1
"49162",2006,51,2,"4",NA,NA,2.8644,NA,NA,NA,NA,1
"49163",2006,22,1,"5",3,NA,1.9096,NA,NA,2,"1",5
"49164",2006,29,1,"7",NA,"9924",0.4297,NA,NA,NA,NA,5
"49165",2006,30,1,"4",NA,"28668",1.9096,NA,NA,NA,NA,5
"49166",2006,41,2,"4",2,NA,0.9548,"3",NA,2,"2",5
"49167",2006,69,2,"6",NA,"28668",1.289,NA,NA,NA,NA,1
"49168",2006,61,2,"7",1,"20950",0.8593,"2","1",1,NA,1
"49169",2006,39,2,"5",1,"18745",1.9096,"2",NA,1,"1",1
"49170",2006,23,1,"4",2,"1764",0.8593,NA,"2",NA,"2",5
"49171",2006,49,2,"5",NA,"16539",1.9096,NA,NA,NA,NA,3
"49172",2006,53,2,"4",NA,"72774",1.289,NA,NA,NA,NA,1
"49173",2006,NA,1,"6",NA,"59542",0.8593,NA,NA,NA,NA,3
"49174",2006,37,2,"5",1,"28668",0.8593,NA,NA,2,"1",1
"49175",2006,25,1,"4",3,"18745",0.9548,NA,"2",2,NA,5
"49176",2006,28,2,"6",NA,NA,0.4297,NA,NA,NA,NA,5
"49177",2006,64,2,"5",NA,NA,0.4297,NA,NA,NA,NA,3
"49178",2006,41,1,"6",NA,"18745",0.8593,NA,NA,NA,NA,5
"49179",2006,57,2,"2",2,"24258",0.4297,NA,"2",NA,"2",3
"49180",2006,68,2,"1",NA,NA,0.8593,NA,NA,NA,NA,2
"49181",2006,71,1,"5",3,NA,0.8593,"1",NA,2,"3",1
"49182",2006,58,2,"7",2,"18745",0.9548,"2","2",2,"2",3
"49183",2006,35,1,"6",2,"1764",2.1483,NA,NA,2,"2",3
"49184",2006,46,2,"6",2,"28668",0.8593,"2","2",2,NA,3
"49185",2006,43,1,"3",NA,"16539",1.289,NA,NA,NA,NA,1
"49186",2006,72,2,"4",NA,"24258",0.4297,NA,NA,NA,NA,2
"49187",2006,54,2,"5",2,NA,0.8593,"3",NA,2,"1",1
"49188",2006,63,2,"3",2,NA,1.9096,"1",NA,2,"1",1
"49189",2006,53,1,"5",NA,"39695",0.8593,NA,NA,NA,NA,1
"49190",2006,52,2,"5",2,NA,0.8593,"3",NA,2,"1",1
"49191",2006,71,1,NA,3,NA,0.4297,"2","3",2,NA,4
"49192",2006,48,2,"4",NA,"28668",0.8593,NA,NA,NA,NA,1
"49193",2006,39,1,"6",2,"48516",0.4297,"3","2",2,"1",3
"49194",2006,70,2,"4",2,NA,0.8593,NA,"2",2,"1",1
"49195",2006,38,2,"5",1,"14334",1.9096,NA,"1",NA,"1",1
"49196",2006,39,2,"5",2,NA,1.289,NA,"2",2,NA,1
"49197",2006,35,2,"2",2,"9924",0.9548,NA,NA,2,"2",3
"49198",2006,77,2,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49199",2006,38,1,"4",1,"33079",0.8593,NA,NA,1,"1",1
"49200",2006,38,2,"5",NA,"48516",0.8593,NA,NA,NA,NA,1
"49201",2006,45,1,"4",NA,"48516",1.9096,NA,NA,NA,NA,5
"49202",2006,57,1,"3",NA,NA,0.8593,NA,NA,NA,NA,1
"49203",2006,32,2,"4",2,NA,0.8593,"1","2",NA,"1",1
"49204",2006,32,1,NA,NA,NA,0.8593,NA,NA,NA,NA,1
"49205",2006,55,1,"4",NA,NA,0.4297,NA,NA,NA,NA,5
"49206",2006,36,2,"4",1,"28668",2.8644,"2","2",1,NA,1
"49207",2006,59,1,"5",NA,"48516",0.8593,NA,NA,NA,NA,1
"49208",2006,75,1,"4",2,"28668",0.8593,NA,"2",2,"1",1
"49209",2006,75,1,"4",2,NA,0.4297,"2",NA,2,"1",5
"49210",2006,47,1,"6",2,NA,1.289,NA,"2",2,NA,1
"49211",2006,61,2,"5",2,"1764",0.4297,"2",NA,2,"1",2
"49212",2006,54,1,NA,NA,NA,1.9096,NA,NA,NA,NA,1
"49213",2006,35,1,"4",2,NA,1.9096,NA,NA,2,"1",4
"49214",2006,30,2,"6",1,NA,0.4297,"1","1",2,"3",5
"49215",2006,33,2,NA,3,NA,0.4297,"1","3",2,NA,3
"49216",2006,23,1,"3",2,NA,2.8644,NA,"1",2,NA,5
"49217",2006,46,2,"3",NA,NA,0.4297,NA,NA,NA,NA,2
"49218",2006,49,2,NA,NA,"9924",0.8593,NA,NA,NA,NA,1
"49219",2006,35,2,"5",2,"33079",1.9096,NA,"2",NA,"1",1
"49220",2006,47,1,"6",NA,NA,1.9096,NA,NA,NA,NA,1
"49221",2006,71,1,"2",1,"59542",0.8593,"1",NA,1,"1",1
"49222",2006,35,1,"4",2,NA,1.9096,NA,"1",2,NA,1
"49223",2006,48,2,"7",NA,"28668",1.9096,NA,NA,NA,NA,1
"49224",2006,52,2,"4",2,"7939",0.8593,"3",NA,2,"1",4
"49225",2006,20,1,"3",NA,NA,0.8593,NA,NA,NA,NA,5
"49226",2006,34,2,"5",2,NA,0.8593,NA,"1",NA,"2",1
"49227",2006,49,2,"4",2,"3969",0.8593,NA,"2",NA,"1",1
"49228",2006,33,1,"2",NA,"441",0.8593,NA,NA,NA,NA,1
"49229",2006,70,2,"6",2,NA,1.9096,NA,NA,2,"1",1
"49230",2006,43,2,"3",1,"33079",0.8593,NA,"1",1,"1",1
"49231",2006,71,2,NA,1,NA,1.289,NA,NA,2,"1",1
"49232",2006,19,1,"5",3,NA,1.7186,NA,"2",2,NA,5
"49233",2006,36,1,"3",NA,"72774",0.8593,NA,NA,NA,NA,5
"49234",2006,41,1,"5",2,"20950",0.8593,"1","1",2,"2",3
"49235",2006,43,1,"3",NA,"33079",0.4297,NA,NA,NA,NA,3
"49236",2006,30,1,"2",NA,"28668",0.8593,NA,NA,NA,NA,2
"49237",2006,64,1,"4",2,NA,1.289,NA,NA,2,"1",1
"49238",2006,40,2,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49239",2006,49,2,"3",NA,NA,0.8593,NA,NA,NA,NA,1
"49240",2006,58,1,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49241",2006,39,1,NA,NA,"7939",0.4297,NA,NA,NA,NA,5
"49242",2006,31,1,"1",1,"12129",1.7186,"2",NA,2,"1",3
"49243",2006,32,2,"7",2,"16539",0.4297,NA,"2",2,"2",3
"49244",2006,19,1,NA,2,"5734",0.4297,NA,"3",NA,"2",5
"49245",2006,47,1,"3",2,"28668",1.7186,NA,"1",NA,"1",1
"49246",2006,37,1,"4",NA,"48516",0.8593,NA,NA,NA,NA,1
"49247",2006,32,1,NA,2,"20950",0.8593,NA,"2",2,"1",1
"49248",2006,20,2,NA,NA,"1764",0.8593,NA,NA,NA,NA,1
"49249",2006,51,2,"5",2,NA,0.4297,NA,NA,2,"2",3
"49250",2006,29,2,"4",NA,NA,1.9096,NA,NA,NA,NA,4
"49251",2006,53,1,"6",NA,NA,1.289,NA,NA,NA,NA,1
"49252",2006,52,1,"2",NA,"18745",1.289,NA,NA,NA,NA,1
"49253",2006,38,2,"4",3,NA,1.9096,"1","1",2,"1",1
"49254",2006,41,1,"6",2,"9924",0.8593,NA,"1",2,NA,1
"49255",2006,28,1,"4",2,"12129",0.8593,"1","1",NA,"2",1
"49256",2006,37,1,"4",3,NA,1.289,NA,"1",1,NA,1
"49257",2006,45,2,"4",NA,NA,0.4297,NA,NA,NA,NA,5
"49258",2006,42,2,"5",1,"3969",0.4297,NA,"1",2,"1",3
"49259",2006,34,2,"6",2,NA,0.8593,NA,NA,2,"1",1
"49260",2006,39,2,"4",2,"33079",0.8593,NA,NA,3,"2",1
"49261",2006,33,1,"2",NA,NA,0.8593,NA,NA,NA,NA,1
"49262",2006,42,2,NA,NA,NA,1.289,NA,NA,NA,NA,1
"49263",2006,33,2,"4",NA,NA,0.4297,NA,NA,NA,NA,1
"49264",2006,55,2,"4",2,NA,0.8593,"1","1",2,NA,1
"49265",2006,55,1,"3",1,"88211",0.4297,NA,"1",1,NA,3
"49266",2006,70,1,"4",NA,NA,0.8593,NA,NA,NA,NA,1
"49267",2006,39,1,"4",2,"59542",0.8593,NA,"2",1,NA,1
"49268",2006,39,1,"4",1,"33079",0.8593,"1",NA,1,"1",1
"49269",2006,35,2,"4",NA,"48516",0.8593,NA,NA,NA,NA,1
"49270",2006,19,2,"3",2,"7939",1.7186,NA,"1",NA,"1",5
